Bin information for iteration 66
1064 segments
277 bins total, 0 targets, 133 (48.014%) occupied
Minimum probability by bin:     4.32982621986613508e-35
Maximum probability by bin:     8.29394576099521386e-01
Dynamic range (by bin):         78.9379 kT
Minimum probability by segment: 5.41228277483266818e-36
Maximum probability by segment: 1.14571839145972576e-01
Dynamic range (by segment):     79.0378 kT
Norm = 1, error in norm = -1.11022e-16 (0 epsilon)

 Index     Count    Total weight               Min seg weight             Max seg weight             Weight ratio    Label
   107         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(3.8, 3.9000000000000004), (4.0, 6.0)]
   108         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(3.8, 3.9000000000000004), (6.0, 8.0)]
   109         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(3.8, 3.9000000000000004), (8.0, 10)]
   110         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(3.9, 4.0), (0.0, 2.0)]
   111         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(3.9, 4.0), (2.0, 4.0)]
   112         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(3.9, 4.0), (4.0, 6.0)]
   113         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(3.9, 4.0), (6.0, 8.0)]
   114         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(3.9, 4.0), (8.0, 10)]
   115         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.0, 4.1), (0.0, 2.0)]
   116         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.0, 4.1), (2.0, 4.0)]
   117         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.0, 4.1), (4.0, 6.0)]
   118         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.0, 4.1), (6.0, 8.0)]
   119         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.0, 4.1), (8.0, 10)]
   120         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.1, 4.2), (0.0, 2.0)]
   121         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.1, 4.2), (2.0, 4.0)]
   122         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.1, 4.2), (4.0, 6.0)]
   123         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.1, 4.2), (6.0, 8.0)]
   124         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.1, 4.2), (8.0, 10)]
   125         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.2, 4.300000000000001), (0.0, 2.0)]
   126         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.2, 4.300000000000001), (2.0, 4.0)]
   127         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.2, 4.300000000000001), (4.0, 6.0)]
   128         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.2, 4.300000000000001), (6.0, 8.0)]
   129         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.2, 4.300000000000001), (8.0, 10)]
   130         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.3, 4.4), (0.0, 2.0)]
   131         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.3, 4.4), (2.0, 4.0)]
   132         0    0.00000000000000000e+00    0.00000000000000000e+00    0.00000000000000000e+00         0.00000    [(4.3, 4.4), (4.0, 6.0)]
   133         8    8.65965243973227016e-35    1.08245655496653364e-35    1.08245655496653364e-35         1.00000    [(4.3, 4.4), (6.0, 8.0)]
